PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,SEASON_NUMERIC
Jaylen Brown,By Year,2023-24,1610612738.0,BOS,2024-04-11T00:00:00,70.0,52.0,18.0,0.743,33.5,9.0,17.9,0.499,2.1,5.9,0.354,3.0,4.3,0.703,1.2,4.3,5.5,3.6,2.4,1.2,0.5,1.0,2.6,3.4,23.0,5.9,37.7,6.0,1.0,37.6,3.0,1.0,8.0,1.0,6.0,3.0,4.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,6.0,6.0,2.0,5.0,2.0,2.0,6.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,2024
Jaylen Brown,By Year,2022-23,1610612738.0,BOS,2023-04-05T00:00:00,67.0,46.0,21.0,0.687,35.9,10.1,20.6,0.491,2.4,7.3,0.335,3.9,5.1,0.765,1.2,5.7,6.9,3.5,2.9,1.1,0.4,1.1,2.6,4.1,26.6,3.8,41.6,13.0,0.0,42.4,5.0,4.0,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,2023
Jaylen Brown,By Year,2021-22,1610612738.0,BOS,2022-04-10T00:00:00,66.0,43.0,23.0,0.652,33.6,8.7,18.4,0.473,2.5,7.0,0.358,3.7,4.8,0.758,0.8,5.3,6.1,3.5,2.7,1.1,0.3,1.5,2.5,4.3,23.6,6.9,37.5,11.0,2.0,38.4,6.0,6.0,4.0,6.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,8.0,2.0,3.0,3.0,3.0,6.0,8.0,1.0,7.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,2022
Jaylen Brown,By Year,2020-21,1610612738.0,BOS,2021-05-02T00:00:00,58.0,30.0,28.0,0.517,34.5,9.3,19.2,0.484,2.8,7.1,0.397,3.3,4.3,0.764,1.2,4.8,6.0,3.4,2.7,1.2,0.6,1.1,2.9,4.1,24.7,1.2,39.5,10.0,0.0,40.4,8.0,9.0,2.0,9.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,7.0,2.0,3.0,3.0,2.0,2021
Jaylen Brown,By Year,2019-20,1610612738.0,BOS,2020-08-11T00:00:00,57.0,38.0,19.0,0.667,33.9,7.5,15.6,0.481,2.3,5.9,0.382,3.1,4.3,0.724,1.1,5.3,6.4,2.1,2.2,1.1,0.4,1.2,2.9,3.4,20.3,4.0,33.4,8.0,0.0,34.0,9.0,8.0,7.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,5.0,3.0,2.0,6.0,6.0,4.0,6.0,2.0,1.0,6.0,6.0,5.0,6.0,4.0,3.0,6.0,2020
Jaylen Brown,,2024-25,,,,,55.0,19.1,,,,,0.5,,,0.33,,,,,,5.91,4.15,2.76,1.17,0.44,,,,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
