PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,SEASON_NUMERIC
Jimmy Butler,By Year,2023-24,1610612748.0,MIA,2024-04-14T00:00:00,60.0,33.0,27.0,0.55,34.0,6.6,13.2,0.499,1.0,2.4,0.414,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.7,1.3,0.3,1.1,1.1,5.2,20.8,3.6,37.7,5.0,1.0,35.2,7.0,11.0,5.0,11.0,7.0,8.0,10.0,3.0,6.0,8.0,1.0,7.0,7.0,6.0,9.0,11.0,10.0,7.0,7.0,13.0,14.0,1.0,13.0,11.0,8.0,8.0,10.0,7.0,7.0,9.0,2024
Jimmy Butler,By Year,2022-23,1610612748.0,MIA,2023-04-06T00:00:00,64.0,35.0,29.0,0.547,33.4,7.5,13.9,0.539,0.6,1.6,0.35,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.6,1.8,0.3,0.8,1.3,5.7,22.9,0.7,42.8,11.0,0.0,39.0,6.0,9.0,4.0,13.0,11.0,2.0,8.0,2.0,10.0,13.0,8.0,3.0,3.0,8.0,2.0,8.0,5.0,6.0,8.0,6.0,13.0,6.0,11.0,4.0,2.0,13.0,3.0,4.0,9.0,4.0,2023
Jimmy Butler,By Year,2021-22,1610612748.0,MIA,2022-04-08T00:00:00,57.0,38.0,19.0,0.667,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.9,8.0,0.87,1.8,4.1,5.9,5.5,2.1,1.6,0.5,0.6,1.5,5.7,21.4,4.3,40.9,12.0,4.0,37.5,10.0,5.0,11.0,3.0,8.0,7.0,5.0,5.0,15.0,11.0,15.0,4.0,5.0,1.0,7.0,5.0,4.0,5.0,2.0,11.0,7.0,15.0,6.0,5.0,5.0,4.0,7.0,3.0,1.0,7.0,2022
Jimmy Butler,By Year,2020-21,1610612748.0,MIA,2021-05-13T00:00:00,52.0,33.0,19.0,0.635,33.6,7.0,14.2,0.497,0.5,2.0,0.245,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,2.1,0.3,0.8,1.4,6.0,21.5,3.8,45.6,17.0,4.0,40.8,12.0,11.0,11.0,7.0,10.0,5.0,6.0,4.0,14.0,12.0,13.0,5.0,4.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,12.0,7.0,9.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,2021
Jimmy Butler,By Year,2019-20,1610612748.0,MIA,2020-08-12T00:00:00,58.0,38.0,20.0,0.655,33.8,5.9,13.1,0.455,0.5,2.1,0.244,7.6,9.1,0.834,1.8,4.8,6.7,6.0,2.2,1.8,0.6,0.8,1.4,6.7,19.9,4.4,41.8,11.0,3.0,37.8,9.0,5.0,9.0,4.0,9.0,11.0,11.0,13.0,12.0,10.0,14.0,2.0,1.0,9.0,5.0,2.0,2.0,2.0,1.0,8.0,4.0,8.0,8.0,1.0,10.0,3.0,5.0,4.0,3.0,6.0,2020
Jimmy Butler,,2024-25,,,,,33.0,30.0,,,,,0.53,,,0.43,,,,,,5.0,4.64,1.49,1.33,0.22,,,,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
