PLAYER_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,SEASON_NUMERIC
Kyle Lowry,By Year,2023-24,-1.0,TOT,2024-04-14T00:00:00,60.0,32.0,28.0,0.533,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1.4,1.0,0.4,0.3,2.4,1.7,8.1,0.0,20.9,3.0,0.0,19.9,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2024
Kyle Lowry,By Year,2023-24,1610612755.0,PHI,2024-04-14T00:00:00,23.0,11.0,12.0,0.478,28.4,2.6,5.9,0.444,1.6,3.9,0.404,1.2,1.4,0.848,0.4,2.4,2.8,4.6,1.4,0.9,0.3,0.2,2.3,1.8,8.0,-0.5,20.3,2.0,0.0,19.3,20.0,20.0,19.0,15.0,14.0,18.0,17.0,3.0,14.0,15.0,2.0,19.0,19.0,8.0,19.0,16.0,18.0,14.0,18.0,20.0,15.0,21.0,16.0,19.0,17.0,18.0,17.0,13.0,14.0,17.0,2024
Kyle Lowry,By Year,2023-24,1610612748.0,MIA,2024-01-21T00:00:00,37.0,21.0,16.0,0.568,28.0,2.8,6.5,0.426,1.7,4.4,0.385,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.4,1.1,0.4,0.4,2.5,1.7,8.2,0.4,21.3,1.0,0.0,20.2,17.0,15.0,18.0,10.0,15.0,15.0,16.0,10.0,13.0,13.0,6.0,20.0,20.0,9.0,13.0,14.0,15.0,16.0,17.0,14.0,4.0,17.0,14.0,20.0,16.0,16.0,16.0,16.0,14.0,14.0,2024
Kyle Lowry,By Year,2022-23,1610612748.0,MIA,2023-04-09T00:00:00,55.0,30.0,25.0,0.545,31.2,3.6,8.8,0.404,1.9,5.6,0.345,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.9,1.0,0.4,0.4,2.6,2.5,11.2,1.0,26.1,2.0,1.0,25.2,13.0,11.0,9.0,11.0,12.0,13.0,13.0,17.0,9.0,9.0,15.0,17.0,17.0,4.0,9.0,12.0,13.0,13.0,13.0,15.0,5.0,16.0,11.0,18.0,13.0,12.0,13.0,13.0,8.0,13.0,2023
Kyle Lowry,By Year,2021-22,1610612748.0,MIA,2022-04-08T00:00:00,63.0,41.0,22.0,0.651,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.3,2.8,0.851,0.5,4.0,4.5,7.5,2.7,1.1,0.3,0.3,2.8,3.6,13.4,4.0,31.4,16.0,2.0,30.3,10.0,6.0,13.0,6.0,9.0,11.0,11.0,4.0,8.0,8.0,8.0,16.0,16.0,7.0,16.0,7.0,11.0,2.0,7.0,13.0,13.0,18.0,8.0,12.0,11.0,8.0,10.0,4.0,2.0,10.0,2022
Kyle Lowry,By Year,2020-21,1610612761.0,TOR,2021-05-02T00:00:00,46.0,15.0,31.0,0.326,34.8,5.7,13.0,0.436,2.8,7.2,0.396,3.0,3.5,0.875,0.8,4.6,5.4,7.3,2.7,1.0,0.3,0.5,3.1,4.3,17.2,-0.1,35.8,9.0,2.0,35.3,16.0,17.0,6.0,18.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,8.0,10.0,2.0,11.0,2.0,2.0,5.0,6.0,17.0,11.0,12.0,4.0,6.0,6.0,17.0,7.0,11.0,2.0,5.0,2021
Kyle Lowry,By Year,2019-20,1610612761.0,TOR,2020-08-12T00:00:00,58.0,41.0,17.0,0.707,36.2,5.8,13.8,0.416,2.8,8.0,0.352,5.1,5.9,0.857,0.6,4.5,5.0,7.5,3.1,1.4,0.4,0.8,3.3,5.6,19.4,4.7,39.2,15.0,2.0,38.5,12.0,6.0,17.0,4.0,4.0,5.0,4.0,12.0,4.0,1.0,13.0,2.0,3.0,5.0,15.0,3.0,3.0,3.0,1.0,6.0,2.0,5.0,2.0,2.0,3.0,6.0,3.0,5.0,2.0,3.0,2020
Kyle Lowry,,2024-25,,,,,19.85,19.36,,,,,0.43,,,0.39,,,,,,2.74,3.49,1.01,0.9,0.37,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
